EL10_2_Chr1	0	100000	99
EL10_2_Chr1	100000	200000	3685
EL10_2_Chr1	200000	300000	1471
EL10_2_Chr1	300000	400000	1402
EL10_2_Chr1	400000	500000	3190
EL10_2_Chr1	500000	600000	2951
EL10_2_Chr1	600000	700000	1736
EL10_2_Chr1	700000	800000	2051
EL10_2_Chr1	800000	900000	2721
EL10_2_Chr1	900000	1000000	766
EL10_2_Chr1	1000000	1100000	3922
EL10_2_Chr1	1100000	1200000	1937
EL10_2_Chr1	1200000	1300000	2170
EL10_2_Chr1	1300000	1400000	.
EL10_2_Chr1	1400000	1500000	2663
EL10_2_Chr1	1500000	1600000	2417
EL10_2_Chr1	1600000	1700000	835
EL10_2_Chr1	1700000	1800000	2187
EL10_2_Chr1	1800000	1900000	2439
EL10_2_Chr1	1900000	2000000	1341
EL10_2_Chr1	2000000	2100000	1732
EL10_2_Chr1	2100000	2200000	2605
EL10_2_Chr1	2200000	2300000	2346
EL10_2_Chr1	2300000	2400000	1503
EL10_2_Chr1	2400000	2500000	2442
EL10_2_Chr1	2500000	2600000	4341
EL10_2_Chr1	2600000	2700000	567
EL10_2_Chr1	2700000	2800000	337
EL10_2_Chr1	2800000	2900000	2737
EL10_2_Chr1	2900000	3000000	1354
EL10_2_Chr1	3000000	3100000	2646
EL10_2_Chr1	3100000	3200000	1107
EL10_2_Chr1	3200000	3300000	2109
EL10_2_Chr1	3300000	3400000	979
EL10_2_Chr1	3400000	3500000	223
EL10_2_Chr1	3500000	3600000	.
EL10_2_Chr1	3600000	3700000	210
EL10_2_Chr1	3700000	3800000	629
EL10_2_Chr1	3800000	3900000	1277
EL10_2_Chr1	3900000	4000000	1938
EL10_2_Chr1	4000000	4100000	1718
EL10_2_Chr1	4100000	4200000	1491
EL10_2_Chr1	4200000	4300000	1611
EL10_2_Chr1	4300000	4400000	643
EL10_2_Chr1	4400000	4500000	2535
EL10_2_Chr1	4500000	4600000	.
EL10_2_Chr1	4600000	4700000	697
EL10_2_Chr1	4700000	4800000	378
EL10_2_Chr1	4800000	4900000	.
EL10_2_Chr1	4900000	5000000	.
EL10_2_Chr1	5000000	5100000	2815
EL10_2_Chr1	5100000	5200000	1886
EL10_2_Chr1	5200000	5300000	2013
EL10_2_Chr1	5300000	5400000	1215
EL10_2_Chr1	5400000	5500000	1609
EL10_2_Chr1	5500000	5600000	417
EL10_2_Chr1	5600000	5700000	1560
EL10_2_Chr1	5700000	5800000	977
EL10_2_Chr1	5800000	5900000	442
EL10_2_Chr1	5900000	6000000	1953
EL10_2_Chr1	6000000	6100000	1849
EL10_2_Chr1	6100000	6200000	1548
EL10_2_Chr1	6200000	6300000	.
EL10_2_Chr1	6300000	6400000	1435
EL10_2_Chr1	6400000	6500000	372
EL10_2_Chr1	6500000	6600000	2543
EL10_2_Chr1	6600000	6700000	1244
EL10_2_Chr1	6700000	6800000	1653
EL10_2_Chr1	6800000	6900000	1426
EL10_2_Chr1	6900000	7000000	2414
EL10_2_Chr1	7000000	7100000	913
EL10_2_Chr1	7100000	7200000	659
EL10_2_Chr1	7200000	7300000	2007
EL10_2_Chr1	7300000	7400000	537
EL10_2_Chr1	7400000	7500000	612
EL10_2_Chr1	7500000	7600000	.
EL10_2_Chr1	7600000	7700000	1929
EL10_2_Chr1	7700000	7800000	2050
EL10_2_Chr1	7800000	7900000	863
EL10_2_Chr1	7900000	8000000	981
EL10_2_Chr1	8000000	8100000	940
EL10_2_Chr1	8100000	8200000	885
EL10_2_Chr1	8200000	8300000	1108
EL10_2_Chr1	8300000	8400000	631
EL10_2_Chr1	8400000	8500000	828
EL10_2_Chr1	8500000	8600000	1712
EL10_2_Chr1	8600000	8700000	514
EL10_2_Chr1	8700000	8800000	110
EL10_2_Chr1	8800000	8900000	1388
EL10_2_Chr1	8900000	9000000	993
EL10_2_Chr1	9000000	9100000	243
EL10_2_Chr1	9100000	9200000	.
EL10_2_Chr1	9200000	9300000	706
EL10_2_Chr1	9300000	9400000	.
